brain.fetal.to.adult	liver.fetal.to.adult
1014_at	-0.440929126367216	2.4695037677161
1039_s_at	1.43574630815356	1.64478519070684
1052_s_at	-0.701794563005468	2.2613091062619
1058_at	-1.40628578804232	-1.62116110142597
1115_at	-0.0121767072777512	3.98533491755336
1232_s_at	0.0493689979153622	3.07502362992325
1271_g_at	0.258624705702744	-0.594998919546587
1368_at	-2.50439393116376	1.29070807471576
1591_s_at	0.680396474716305	3.49437352420471
1651_at	1.99368419875807	3.4902351343149
167_at	0.771040652872497	1.67243279412342
171_at	0.47516342548812	1.89093183339756
1759_f_at	1.13813986494508	3.71590194617751
1797_at	0.00352915380546293	2.70685898775109
1854_at	0.15018970146039	4.7720665035107
1916_s_at	0.578920367627447	3.57854372443518
1945_at	-2.1194688354411	4.03773886835539
1975_s_at	0.664439634938635	-2.50480250594682
2049_s_at	-0.687672644367217	4.13331303775238
2075_s_at	-0.198547258045387	0.520443760769179
2079_s_at	-0.0586964876568583	3.26044322599028
228_at	0.230983566173245	0.960593101099003
254_at	1.55488443314264	1.1621072764324
31431_at	-1.05208152487539	-1.94012153527198
31438_s_at	1.24718268860863	1.63724432091599
31692_at	0.707821184798654	1.69738347694277
31835_at	0.825533875052667	-3.49241431395366
31883_at	0.13529175909736	3.38005159677387
31890_s_at	1.56749469907628	2.63607559257398
32081_at	-1.19550257368181	2.75160501549485
32092_at	-0.319080441897366	-0.854499416938296
32152_at	0.685781508883624	3.50607674356757
32157_at	-0.862539253959385	-0.439484452855165
32186_at	0.94312076356398	2.77576013320818
32241_at	0.587564264490297	0.79430408817657
32316_s_at	1.05927903324	4.16582190319511
32340_s_at	3.2732743425761	0.606511095670211
32408_s_at	0.566169298740757	0.838314419720136
32440_at	1.64577818500696	2.01977488972036
32488_at	3.75586399741577	3.5349903892597
32536_at	0.0798093782562894	-0.584726018562712
32585_at	0.356576973805895	1.01071566599861
32587_at	0.550461576640156	0.977601687426763
32590_at	0.686781049623805	1.64627058829909
32612_at	-2.97560897864383	2.55949734188119
32664_at	0.965946536487552	1.1243841113954
32674_at	2.2590300154256	2.82641669551999
32705_at	-0.0354261995444025	4.16566973029761
32719_at	1.47373713885892	1.52895742858696
32808_at	1.17467959488352	3.05745340092469
32814_at	-1.48747777335885	-1.22993304200865
32821_at	-1.03122887659027	3.87441427143698
32852_at	-0.740413767850782	-0.903756888219487
32855_at	0.649525124466695	1.29327219478741
33143_s_at	-0.0612208914263483	4.17012112861447
33230_at	1.35164053838798	3.29315109381568
33272_at	0.356307856118212	2.68833999073144
33273_f_at	1.34307123805163	-3.15112545523701
33283_at	-0.810298632142088	1.77423770384887
33328_at	-0.603839959079121	0.944532722971782
33456_at	1.76066639251074	3.89432107368371
33485_at	1.64825273833915	1.11818309886446
33759_at	0.67993881315391	6.18858793441738
33821_at	0.483928873295469	1.98288245024993
33838_at	0.139876790796638	-0.26834373080316
33879_at	-0.756307304392896	-0.981913611137628
33902_at	-1.13522377137205	-4.24230007038769
34213_at	1.4805338183282	2.41687537178026
34238_at	-1.02237736456572	3.18840197899388
34386_at	0.623970478760624	1.28421098320848
34435_at	0.0727426386856527	-3.02888062268785
34472_at	0.602287134489685	1.26490573364977
34546_at	1.05663879324632	2.60804164283158
34647_at	1.82796401389417	1.94826141671892
34715_at	1.16518169912233	0.50965819380464
34745_at	0.481305411464994	1.0895751790325
34777_at	1.50763877432985	2.4456107970863
34965_at	0.026658329131477	1.16151769426723
35113_at	0.647029409018002	-5.55899528708704
35151_at	-2.06645632911819	-1.32524382280534
35309_at	0.648973626503938	-0.635793544992492
35337_at	-1.02751888681678	1.31491832797405
35482_at	-0.25818931735218	-7.22475493140543
35526_at	-1.3945461628924	-1.81638549152029
35576_f_at	1.56629178932221	0.925759054621933
35702_at	-1.77235690360966	-3.98998939978003
35785_at	-1.88730048635354	1.76285321294584
35834_at	0.990525807705228	-1.67454180221487
35844_at	-2.29085101889761	-0.231497748462901
35851_g_at	-0.379605153105667	3.39659795607292
