brain.fetal.to.adult	liver.fetal.to.adult
35965_at	1.79174094277725	5.94039539167335
35968_s_at	0.737684354984571	0.889450004625628
36036_at	-0.27635990349593	2.28620400102056
36102_at	0.639996137131877	1.51750961793305
36181_at	-0.147685707967055	1.0150835332358
36247_f_at	-0.104556648637899	-6.3973844009845
363_at	-1.15882623215219	-1.49853956896341
36581_at	0.400683438520248	1.91561139762533
36601_at	0.638172616682203	1.33364214580445
36626_at	0.542823932420266	3.67602251455059
36634_at	-0.932923845310871	3.57657215879274
36636_at	0.113549354971475	2.52224226878688
36671_at	0.114333231255518	2.34419982479412
36672_at	-1.01932403590746	0.806154611774096
36687_at	-0.394679823802232	1.31477194377119
36766_at	-0.103651794952019	5.70578513002925
36787_at	-0.474401120233564	3.31877747424038
36845_at	1.55935474259002	1.96840082127107
36851_g_at	2.45689368931406	3.93121661583503
36871_at	0.348501851535568	6.37148980509213
36896_s_at	1.3285694803443	2.86104983381524
36933_at	-0.282455868930668	2.21197777643584
36988_at	-0.26940564450434	-0.566121073193344
37066_at	0.480842373761205	6.51473058147454
37077_at	0.728288061814193	-1.91443875054185
37105_at	0.021244072643106	5.67225772764123
37175_at	0.695952684254299	-1.30649223462361
37188_at	-0.216316866067057	-1.96231758987875
37190_at	1.16903132547904	2.43111106944941
37192_at	-1.99703848187193	2.46834808872907
37217_at	-0.414753234900636	6.18061608243594
37222_at	0.82162245208352	2.38029505198758
37259_at	-0.261403722659125	3.93360736093256
37285_at	0.388067285611191	4.75777579720523
37337_at	0.190034457460799	1.0435669547158
37364_at	-0.47397657201212	-1.28616085906816
37575_at	1.72681606285374	1.26386955377462
37663_at	1.36516406018847	3.60609130925233
37719_at	-1.0760904120621	-1.11178957429176
37722_s_at	-0.850772064356146	-1.46833818359246
37757_at	0.696562340564121	2.15743093056866
37768_at	-1.20341236080321	-1.45943224677717
37864_s_at	0.534457309528049	-4.35721797119817
37961_at	-0.187777346440406	-0.579953795692171
37966_at	-1.36503189110875	0.716245551473442
38010_at	-0.736124059073555	0.72827706112647
38021_at	-0.819481796060668	-0.609592223651559
38072_at	0.487901415863026	3.93942366912642
38074_at	0.98061671769856	1.29456309995463
38079_at	0.495957690840825	1.08179046698614
38095_i_at	-3.55039807693845	-2.58852576912716
38096_f_at	-6.53535300735464	-1.86397878116284
38116_at	3.315942715326	4.869843137667
38119_at	0.104617021527712	3.76787190247799
38125_at	1.05232872704056	2.80873747652861
38194_s_at	1.28117500199683	-4.4118020317733
38313_at	-1.87207336224257	-1.78276968013969
38316_at	-4.14838168688758	-3.1327690325514
38503_at	-0.187043018313061	-4.10752057468062
38565_at	-1.57943114352443	2.34729924724583
38631_at	-0.0864232945886094	0.185624569763252
38641_at	-2.46807909747539	1.96484552007461
38660_at	-0.623757558836783	-1.35607507425422
38763_at	-0.0176116853527271	-0.953807877185314
38774_at	1.43765151060557	3.49817637067738
38833_at	-2.09369228436795	-1.3234435912103
38880_at	0.537883959813826	1.254758089829
38973_at	1.45943902556505	2.86683091058238
38994_at	1.67643507129019	1.0357818660702
38995_at	-0.839043798776322	-0.701106190134377
38997_at	-0.492317568549545	-2.23978457461792
38998_g_at	-0.0980426723593855	-1.64660729171251
39020_at	-1.4404170609809	-1.17007840244025
39035_at	2.60703133299223	3.09218769445217
39168_at	-0.00755206007888454	-0.95455505981954
39269_at	1.69813496517289	2.44177280995289
39333_at	2.17954470883527	3.02992730381029
39350_at	0.534178191965916	7.3942722829837
39366_at	-1.3530602638658	1.92769609069635
39408_at	-0.391926548616764	-1.56412107115299
39445_at	-0.378256870743684	0.755563710341885
39570_at	1.42862164736044	2.12746454593551
39598_at	-1.34268245088722	-1.71817625706384
39605_at	1.97900026927235	3.59241420176223
39729_at	-1.24426701473186	1.64013266765818
39782_at	-0.137702835546392	1.98106804932441
39799_at	1.21677024358956	2.67026238526641
39839_at	0.401248462295285	3.49907541556355
39846_at	-0.970975148562438	-1.58372218617546
39967_at	-0.428173723785518	1.92253150033631
40100_at	0.229711495473291	1.34121658653871
40120_at	-1.75015190589579	-0.962676428372664
40125_at	0.194595178903658	1.66731190299554
40133_s_at	-1.31924542023593	-2.21849972249777
40145_at	2.49863446248173	2.1410926850595
40211_at	2.6197686507025	2.03687071372559
40412_at	-0.117358012706918	1.70617341003147
40422_at	1.1861795532143	0.441739926686868
40494_at	0.357203593802021	1.70265236014919
40505_at	-0.109040753854016	-0.379907804272758
40580_r_at	-0.279390040625728	-2.09705293984082
40587_s_at	-0.977064809940241	3.1514840060713
40826_at	1.36592976432285	1.60016532619509
40864_at	0.384411629328239	0.613167572787791
40912_s_at	0.502205780873453	-1.66462902456576
40951_at	1.61915368555427	1.69291865058985
40998_at	0.149170117203182	2.96571388693083
41097_at	-0.741316945362518	-0.337200401908284
41108_at	-0.934737334650691	-0.66529094146409
41376_i_at	-0.316325699482976	-4.89413027295213
41377_f_at	2.13588835036069	-4.69016167604519
41416_at	-1.22130336353186	1.97953476701142
41429_at	0.661445411744888	3.08260748046927
41451_s_at	1.43887986951078	0.540774517607122
41485_at	0.10880552254728	1.35551165468029
41542_at	0.78495950291979	2.09887077124496
41724_at	-2.08097277053597	0.340122643537844
41776_at	-1.09100349984065	-0.857117594637904
41824_at	0.514549231939419	1.78652082175703
41834_g_at	-0.204466342090551	-1.7307117662462
523_s_at	-0.394060970577779	-1.21380052295681
577_at	3.27404135163716	3.23224465480194
581_at	1.8612051536453	4.81332207714373
614_at	-0.0927321112762787	4.08177026960454
644_at	-0.579451411456565	-1.55868953686371
652_g_at	-0.755746054843986	1.39981128347786
662_at	0.928381524709302	0.994030003782035
674_g_at	-0.135261826270039	-2.47025232826875
685_f_at	0.738456777051445	4.28258389911692
712_s_at	-0.66080865253459	-1.18610321067344
715_s_at	-0.500597124103452	-0.644060705801932
843_at	2.19192219943137	2.51757367075463
894_g_at	0.10376423876435	1.60595253284947
910_at	-1.9720810610876	2.57488079789354
