brain.1	fetal.brain.1	bg1	bg2
2082_s_at	46.2865557149711	66.8452356363334	0	0
2083_at	403.035520632499	253.78223651495	0	0
2084_s_at	47.8034463176068	62.6713943222561	0	0
2085_s_at	320.192242609482	483.865178058423	0	0
2086_s_at	4809.17976523673	950.065168473604	0	0
2087_s_at	164.70855526128	455.081295129821	0	0
2088_s_at	441.185598519986	1032.11776690179	0	0
2089_s_at	102.632499810016	66.7994828077677	0	0
209_at	22.306123287857	93.3965965458268	0	0
2090_i_at	5479.42626990626	4748.93481614821	0	0
2091_at	243.875889620294	400.610687620711	0	0
2092_s_at	1781.84387351214	2175.96642229445	0	0
2093_s_at	1215.92556360495	2714.08801706498	0	0
2094_s_at	165.768180379448	426.946509326739	0	0
210_at	458.332973555796	774.645950201362	0	0
211_at	123.81800077856	184.356855956046	0	0
212_at	759.555006951466	734.28778092931	0	0
213_at	34.3648252124474	49.3021079903925	0	0
214_at	933.270366669077	582.884377886234	0	0
215_g_at	222.024043820723	108.220697261688	0	0
216_at	26674.0811205722	2527.79336266669	0	0
217_at	18.5279771479844	13.7204766113155	0	0
218_at	285.658060444623	537.987182699443	0	0
219_i_at	9.01133111863388	16.0870525864768	0	0
220_r_at	73.7835116158878	34.9576795068725	0	0
221_s_at	34.714256703347	44.4179590204186	0	0
222_at	592.622455237026	693.419294862853	0	0
223_at	1739.10620302879	1102.46832640247	0	0
224_at	151.013012718873	445.528911596576	0	0
225_at	400.918506487259	383.149907610584	0	0
226_at	3298.38111464316	2852.06585483656	0	0
227_g_at	5892.56702725849	4525.65222962594	0	0
228_at	420.786264143266	426.919938789354	0	0
229_at	178.971695852704	329.154875357861	0	0
230_s_at	84.9684572025265	121.413864220771	0	0
231_at	124.239504621319	38.0676602060485	0	0
232_at	204.227428056845	332.137144686431	0	0
233_s_at	118.363209303677	110.245124038787	0	0
234_s_at	2636.39268915019	2972.52929731268	0	0
235_at	1301.35080764472	155.541181680064	0	0
236_at	1110.87957926403	1317.08182246716	0	0
237_s_at	1204.94889552955	1384.02815713977	0	0
238_at	20.8981574522924	12.8755244217001	0	0
239_at	2164.07695228408	604.316323603248	0	0
240_at	343.887167577395	374.620647776592	0	0
241_g_at	2502.2808745075	2687.25281778742	0	0
242_at	621.634076490032	652.562669389923	0	0
243_g_at	1240.11612797212	1003.23327446946	0	0
244_at	326.336249926803	413.976262603969	0	0
245_at	101.65687415091	99.2914479792678	0	0
246_at	29.334652913095	34.2569004891337	0	0
247_s_at	102.107071880051	406.915695125332	0	0
248_at	72.7082761332498	201.377175479775	0	0
249_at	86.114175936512	87.9887758893448	0	0
250_at	226.183662835056	409.488967636595	0	0
251_at	1180.05691883662	115.573568794461	0	0
252_at	109.321369440063	140.404721657772	0	0
253_g_at	33.6247353370319	111.621283207968	0	0
254_at	3296.47192872045	7729.36167808945	0	0
255_s_at	168.951206948878	187.157392489861	0	0
256_s_at	23310.637146358	17206.602217222	0	0
257_at	59.3940157673423	45.0042887299474	0	0
258_at	99.4868638737886	148.487583672325	0	0
259_s_at	712.55172512359	716.070678965791	0	0
260_at	1993.52708785288	530.833661017927	0	0
261_s_at	8.40193669371805	73.43365659866	0	0
262_at	390.780043997743	374.696025586736	0	0
263_g_at	1294.38137021132	849.24346420519	0	0
264_at	58.3423842763502	110.413534406353	0	0
265_s_at	100.83718986576	77.2747316702041	0	0
266_s_at	195.946174733813	4285.69138635953	0	0
267_at	334.749259108494	368.056751475696	0	0
268_at	73.1912427422266	225.050334797014	0	0
269_at	182.137953872241	348.330757481996	0	0
270_at	54.2211986529687	40.6307723382464	0	0
271_s_at	31.5691352210843	129.654155076317	0	0
272_at	171.074326354606	597.60693373701	0	0
273_g_at	42.4898975201003	766.734580533744	0	0
274_at	602.113646889089	1658.24179720801	0	0
275_at	160.923141610366	124.977173149763	0	0
276_at	1555.95107981156	2827.81975573094	0	0
277_at	638.117504024247	1242.52828679529	0	0
278_at	337.760973177499	253.11956745426	0	0
279_at	381.930756491659	265.357745000924	0	0
280_g_at	492.680057482135	147.396757040592	0	0
281_s_at	54.0687466048859	63.4976678209551	0	0
282_at	39.4093672211515	53.7656954312432	0	0
283_at	3265.87921331449	722.718630657216	0	0
284_at	18.0830405674121	24.8412517978175	0	0
285_g_at	14.6415794255519	37.334385523269	0	0
286_at	929.059570956254	1111.73385917536	0	0
287_at	237.152490568853	225.730698121136	0	0
288_s_at	202.328697323687	529.619837700712	0	0
289_at	338.459650223189	405.349671807037	0	0
290_s_at	198.265179679351	183.240469952376	0	0
291_s_at	115.883230142221	30.4622310308511	0	0
292_s_at	182.184263975449	805.790048323748	0	0
293_at	120.349924850312	117.992947943583	0	0
294_s_at	536.076339804562	337.503317502325	0	0
295_s_at	170.021162853588	221.279805133373	0	0
296_at	31601.0723015671	38851.4186467761	0	0
297_g_at	10023.8154404067	17605.6116113615	0	0
298_at	67.2567612201059	58.3265359435269	0	0
299_i_at	25.1827726541723	249.767321760615	0	0
300_f_at	17.0188842664788	60.50152218287	0	0
301_at	47.6576943324568	31.2065211498132	0	0
302_at	46.1828030522729	59.9898683848703	0	0
303_at	238.767327578141	338.29304356698	0	0
304_at	19.4030623463026	169.679465692527	0	0
305_g_at	239.888265534246	445.480339662711	0	0
306_s_at	582.64463650405	2918.75234303241	0	0
307_at	167.674582234981	59.1627712549633	0	0
308_f_at	108.179399709038	97.7892918942347	0	0
309_f_at	83.74759514994	26.3367381746259	0	0
310_s_at	1523.1872395533	1827.48322492891	0	0
311_s_at	63.145568865188	552.487154363651	0	0
312_s_at	293.468276922905	425.717572862717	0	0
313_at	30.5711955635317	167.09275772677	0	0
31307_at	6.93324744678217	4.44917191384592	0	0
31308_at	19.317835438291	63.3252362161792	0	0
31309_r_at	101.976708067469	37.8289579445213	0	0
31310_at	24.0800857251038	29.4500072351193	0	0
31311_at	25.4414826227028	112.042583654154	0	0
31312_at	157.132331305998	230.648923294647	0	0
31313_at	17.7663647346033	28.1110143130333	0	0
31314_at	149.302517594858	85.1292591582365	0	0
31315_at	208.80002658079	175.931823372118	0	0
31316_at	6.06359867651027	39.4627832853193	0	0
31317_r_at	382.306381674375	523.448128098993	0	0
31318_at	12.96174567185	16.3337114696362	0	0
31319_at	33.0558700043908	59.9148148983683	0	0
31320_at	183.262116913958	593.075627936052	0	0
31321_at	78.289319539837	232.583713915753	0	0
31322_at	31.7772375761021	100.160732800112	0	0
31323_r_at	205.001233289959	258.364206449605	0	0
31324_at	139.469092569762	234.818953461156	0	0
31325_at	41.91291015132	56.443291817862	0	0
31326_at	106.635443251737	66.3583342495767	0	0
31327_at	29.9567544492176	15.2271332218758	0	0
31328_at	73.163618948832	151.336883630425	0	0
31329_at	14.2578209582496	91.1247700662938	0	0
31330_at	7868.68361051387	9945.29049022517	0	0
31331_at	14.4174219695123	14.8468350151298	0	0
31332_at	12.445113490093	9.96367327167684	0	0
31333_at	49.0305627870259	138.853026450567	0	0
31334_at	39.6742158484311	33.3967501233601	0	0
31335_at	115.638191052138	251.719872579243	0	0
31336_at	10.6482154503885	63.2158594347191	0	0
31337_at	159.340748891623	319.517669293191	0	0
31338_at	33.3557423938099	76.3446518190328	0	0
31339_at	48.3454478891163	33.4462251073075	0	0
31340_at	49.8662819216815	99.9578247647244	0	0
31341_at	128.418301808692	81.2720588650167	0	0
31342_at	145.642389952515	458.780010670419	0	0
31343_at	18.3821476023629	33.6867440264288	0	0
31344_at	333.00391653088	282.881713724865	0	0
31345_at	24.1223405731476	20.4962875047469	0	0
31346_at	100.15623927734	339.469602321398	0	0
31347_at	124.307554302744	107.501111895976	0	0
31348_at	59.7526078605924	125.179420876752	0	0
31349_at	36.828166965827	47.1370869413987	0	0
31350_at	317.195059828843	800.454781696935	0	0
31351_at	13.2901692487037	19.2622237735782	0	0
31352_at	38.8361625603495	60.1373228806643	0	0
31353_f_at	288.42957352108	577.24252680624	0	0
31354_r_at	72.2342946651732	76.0312778766534	0	0
31355_at	46.7954365108391	33.1329610450496	0	0
31356_at	52.6971509034686	189.684804804508	0	0
31357_at	58.8769772139765	15.0632805505884	0	0
31358_at	19.5035253139454	44.5834178424049	0	0
31359_at	9.80691515705179	4.45667593478396	0	0
31360_at	27.5024941545174	166.001285458859	0	0
31361_at	20.6153775757376	25.4426778221313	0	0
31362_at	96.6863000916547	420.636151565391	0	0
31363_at	202.538876721483	248.183243079561	0	0
31364_i_at	34.0979882010717	36.6680062256992	0	0
31365_f_at	127.274585935937	88.4541391503094	0	0
31366_at	36.4002746900984	37.2969296479442	0	0
31367_at	49.7382183895754	53.6026780802464	0	0
31368_at	21.2651662709815	44.1989243531494	0	0
31369_at	25.8309916116316	79.5140594889262	0	0
31370_at	54.8088977095142	202.585848966731	0	0
31371_at	24.2971375461836	20.5898821133548	0	0
31372_at	84.7656921036906	269.417931863748	0	0
31373_at	50.9242380196836	23.9534331933106	0	0
31374_at	28.907732835633	35.0249940663831	0	0
31375_at	288.12455985365	219.937243408035	0	0
31376_at	85.340892437539	150.318019343878	0	0
31377_r_at	420.000658546518	576.340458741844	0	0
31378_at	155.588509241216	216.874113861416	0	0
31379_at	81.6582448336284	390.095399678395	0	0
31380_at	65.9527195953649	75.1916737146483	0	0
31381_at	66.8865617659485	47.5482199823367	0	0
31382_f_at	22.0581610485446	22.2063141158891	0	0
31383_at	65.5389956428099	35.9973076978982	0	0
31384_at	36.4727135465111	54.148349941975	0	0
31385_at	12722.6648347273	15212.7353397514	0	0
31386_at	279.77547274228	452.357826585334	0	0
31387_at	99.5112576489224	104.602650451523	0	0
31388_at	20.2828406625864	37.1418324724575	0	0
31389_at	99.8211106657044	212.309139630073	0	0
31390_at	6.66479212393616	16.899984588206	0	0
31391_at	546.678830775185	652.274481529182	0	0
31392_r_at	133.209837205528	130.075475671944	0	0
31393_r_at	672.763805915644	589.899248299499	0	0
31394_at	13.9110902384808	27.7791922867716	0	0
31395_i_at	133.28013013239	50.1015637026887	0	0
31396_r_at	638.722496649394	863.846634369405	0	0
31397_at	67.6090807493264	31.6878179593111	0	0
31398_at	97.2397791147473	114.605468093947	0	0
31399_at	138.508436808582	244.854583560516	0	0
314_at	435.518327309397	464.284423063147	0	0
31400_at	75.9516792997645	77.67537167794	0	0
31401_r_at	18.2286125524394	17.424814165184	0	0
31402_at	651.462321481211	792.381869355408	0	0
31403_at	24.7577730940072	151.784800833809	0	0
31404_at	263.651174146407	592.419698636647	0	0
31405_at	117.232967511694	59.9818463954646	0	0
31406_at	50.1309847155377	77.362129778039	0	0
31407_at	10.639410202134	10.8835401450065	0	0
31408_at	71.6097842282363	135.355483987715	0	0
31409_at	61.5436997234057	9.916626057722	0	0
31410_at	479.2131858549	499.809920312601	0	0
31411_at	11.9263388155299	31.7256899753832	0	0
31412_at	37.749870114647	50.0849565933864	0	0
31413_at	165.549017821772	326.296169834495	0	0
31414_at	280.519770592426	128.508226518757	0	0
31415_at	18.4579657669593	72.683423823317	0	0
31416_at	55.7256841163593	120.017868943961	0	0
31417_at	270.579513196096	358.557147363418	0	0
31418_at	135.168020999168	70.6878406485346	0	0
31419_r_at	2364.35409622572	1618.59673668544	0	0
31420_at	43.976492535481	26.0103614832099	0	0
31421_at	13.3555394730646	15.9706563847971	0	0
31422_at	26.8081089675591	24.7983999931246	0	0
31423_at	38.4923459775403	240.352692786804	0	0
31424_at	76.4337953938926	53.681409964124	0	0
31425_g_at	218.039157887136	136.446279755086	0	0
31426_at	400.9016700994	460.7811827535	0	0
31427_at	98.3836471989536	127.05891931714	0	0
31428_at	36.9470427278442	62.1489311543302	0	0
31429_at	144.620796429203	137.617457777675	0	0
31430_at	9.66950588750703	9.29175672075976	0	0
31431_at	286.970004775638	125.788798321054	0	0
31432_g_at	699.571593545576	288.100458485121	0	0
31433_at	47.2060622585076	18.845282660716	0	0
31434_at	78.977741567684	189.229482386403	0	0
31435_at	24.1011743369593	13.4071692894331	0	0
31436_s_at	47.2255474194233	20.7878419564322	0	0
31437_r_at	479.008905228632	337.778483419816	0	0
31438_s_at	63.6527071162626	212.869650679304	0	0
31439_f_at	245.966804985506	390.05596336203	0	0
31440_at	108.171824967161	197.396733480692	0	0
31441_at	31.7192031075639	90.7213598067816	0	0
31442_at	112.857630654403	133.212080185692	0	0
31443_at	169.614878463671	230.196277485063	0	0
31444_s_at	2720.0520733374	2820.9236886424	0	0
31445_at	124.949103657006	40.5150890268913	0	0
31446_s_at	92.2162925103054	146.701725444346	0	0
31447_at	51.2663196091081	104.882078261143	0	0
31448_s_at	23.2892404137032	17.8144337318427	0	0
31449_at	61.4934190873942	45.8784458703562	0	0
31450_s_at	258.445370159276	428.716923701878	0	0
31451_at	130.862475561342	423.336823866981	0	0
31452_at	56.8525916178547	42.0611454793945	0	0
31453_s_at	33.6134109349787	45.7735878949998	0	0
31454_f_at	31.1305776347239	113.328873217951	0	0
31455_r_at	14.317171665985	9.22011978466355	0	0
31456_at	23.1373418433494	31.1771660104017	0	0
31457_at	77.2799630767386	101.404601534343	0	0
31458_at	109.284715673813	110.266355302377	0	0
31459_i_at	77.3178249334489	32.0290565168014	0	0
31460_f_at	17.1320125601141	87.3900724867296	0	0
31461_at	12.8244205234808	101.455257144388	0	0
31462_f_at	28.1384923632321	56.0682176321248	0	0
31463_s_at	2477.36475269898	8862.12444669891	0	0
31464_at	25.9731458933683	49.4204229931814	0	0
31465_g_at	37.3316637317088	32.2448428896719	0	0
31466_at	27.3429223414138	32.5021604817102	0	0
31467_at	69.3856618707973	56.9054363741554	0	0
31468_f_at	65.0484526753861	176.92149987252	0	0
31469_s_at	48.4755652720605	65.8998381120832	0	0
31470_at	24.6643935666751	37.3658359028683	0	0
31471_at	148.493124158477	47.212880303953	0	0
31472_s_at	63.6394372561506	29.6269340392908	0	0
31473_s_at	98.195527317099	145.625078043568	0	0
31474_r_at	142.104662575664	23.0400366587313	0	0
31475_at	55.3954595374625	153.831025324738	0	0
31476_g_at	137.680945865488	367.546006027309	0	0
31477_at	34.5174525655075	194.135119327858	0	0
31478_at	142.952548698905	208.868039986709	0	0
31479_f_at	69.7186285285219	91.7206854020153	0	0
31480_f_at	15.6056605119676	15.9957925993568	0	0
31481_s_at	3987.59704198216	5325.35063755349	0	0
31482_at	76.3409462675352	67.0343045007368	0	0
31483_g_at	47.6226837684901	41.3157133416229	0	0
31484_at	39.3665977437275	28.820773346058	0	0
31485_at	205.033257224218	452.287285268755	0	0
31486_s_at	17.7334750713683	564.867449966487	0	0
31487_at	19.7459302879438	18.8561551319086	0	0
31488_s_at	167.956908302358	144.982446493274	0	0
31489_at	2.94595934424715	3.15118660770893	0	0
31490_at	37.7044489448587	21.4285646068298	0	0
31491_s_at	33.2278971202013	18.6208592317542	0	0
31492_at	2317.86290565946	760.641107392352	0	0
31493_s_at	33.288001570148	29.0666113583396	0	0
31494_at	30.5116358071567	85.8710023119187	0	0
31495_at	61.8752834290287	124.782093542682	0	0
31496_g_at	14.5716151150851	9.28129353081961	0	0
31497_at	336.064856199054	326.315551149335	0	0
31498_f_at	111.865257543227	78.501193685048	0	0
31499_s_at	76.0306573503386	131.189464407994	0	0
315_at	358.154411842211	511.447557155179	0	0
31500_at	58.0234241097943	54.910530418253	0	0
31501_at	20.3046955867101	23.9246183836134	0	0
31502_at	229.560728251402	369.450638939815	0	0
31503_at	901.759555525063	1070.04471224709	0	0
31504_at	504.726659103832	420.440351815279	0	0
31505_at	16592.6243734183	12358.6383660714	0	0
31506_s_at	155.593571721752	509.047142433363	0	0
31507_at	28.9990403059618	27.0908765600261	0	0
31508_at	1162.00341568631	1700.5241162554	0	0
31509_at	11846.4546304682	10035.2691248111	0	0
31510_s_at	898.329238348588	1748.32589703556	0	0
31511_at	7346.6958830881	9300.52795991403	0	0
31512_at	13.1909657467538	31.9380737811157	0	0
31513_at	45.1036922763552	40.6232850527387	0	0
31514_at	480.815110731791	550.567167338368	0	0
31515_at	60.7814140414745	52.2612963239044	0	0
31516_f_at	35.7294727402164	133.435582681392	0	0
31517_f_at	50.8617665246429	108.011838176976	0	0
31518_i_at	13.1248308897428	17.4372501747905	0	0
31519_f_at	112.426308928713	343.787421693398	0	0
31520_at	42.2384928005608	90.4625015907624	0	0
31521_f_at	65.998768152764	143.050521320254	0	0
31522_f_at	118.615973955941	285.310474596965	0	0
31523_f_at	290.203177619308	422.013963838836	0	0
31524_f_at	59.0532572436852	448.367839692512	0	0
31525_s_at	7473.02488876407	24287.9936023937	0	0
31526_f_at	674.894126751857	1141.7663079416	0	0
31527_at	8309.91522914287	21006.851176863	0	0
31528_f_at	299.580739434894	274.405004387782	0	0
31529_at	143.132564481428	159.299916045751	0	0
31530_at	98.0477790413296	82.2934053483848	0	0
31531_g_at	290.160088117961	228.684861237394	0	0
31532_at	154.852251863705	157.811151019997	0	0
31533_s_at	73.8038735397785	253.075726244481	0	0
31534_at	26.6728131842511	27.8532909226557	0	0
31535_i_at	191.283237580135	207.091378931015	0	0
31536_at	7108.59679095508	7546.27436718258	0	0
31537_at	133.698564158513	51.362878200517	0	0
31538_at	5479.71318148237	10704.9349982366	0	0
31539_r_at	29.3875713960586	2.71904422005433	0	0
31540_at	47.2464203108185	14.2529405710783	0	0
31541_at	17.4097111147798	30.6131261564433	0	0
31542_at	10.1825579967932	61.801318563773	0	0
31543_at	28.2169257211233	21.4851751781144	0	0
31544_at	206.884811150772	83.788413566501	0	0
31545_at	18655.122914004	22235.7512672118	0	0
31546_at	4194.61611593488	4843.87064597	0	0
31547_at	20.3139737119889	32.0719830492895	0	0
31548_at	240.800377580868	452.488249520316	0	0
31549_at	36.8194711154337	14.9634514731734	0	0
31550_at	116.519564520397	61.3450734590493	0	0
31551_at	122.744109935552	231.102446751336	0	0
31552_at	67.8347753272976	132.151007579356	0	0
31553_at	54.0292096797566	75.8544552829264	0	0
31554_at	321.770085990453	402.502393216525	0	0
31555_at	82.949666230236	92.2474738160773	0	0
31556_at	123.04432225834	110.948665551769	0	0
31557_at	13597.9059986251	16963.4474361504	0	0
31558_at	108.169379680233	112.381437867493	0	0
31559_at	447.904899324822	434.341018886549	0	0
31560_at	20.4228140786801	42.2352564844353	0	0
31561_at	18.5499736915404	15.9229830185437	0	0
31562_at	235.676773906124	423.409248317667	0	0
31563_at	17.9840469405442	21.6353838841983	0	0
31564_at	264.148249081879	509.60515539451	0	0
31565_at	159.279474251995	208.561212097547	0	0
31566_at	49.8068037162698	51.1784446658638	0	0
31567_at	221.898502635801	531.668752744099	0	0
31568_at	15492.4141817958	12368.6660103649	0	0
31569_at	52.1191058824867	38.9566507062372	0	0
31570_at	42.0038079348241	84.787315677403	0	0
31571_at	5.29471186253566	61.0553455775225	0	0
31572_at	158.872385516961	62.4580860008118	0	0
31573_at	4252.02916477485	6047.27611569152	0	0
31574_i_at	36.2588061052797	31.6131067372304	0	0
31575_f_at	157.346039818528	202.898764527268	0	0
31576_at	30.2996526835844	22.1634688761194	0	0
31577_at	101.150265084206	69.270347571086	0	0
31578_at	16.4366778742321	16.1284348661283	0	0
31579_at	116.409679860119	37.9319563662632	0	0
31580_at	20.5552042974163	98.9665403170944	0	0
31581_at	12.6375883277591	11.0116582296836	0	0
31582_at	25.1865378007449	44.7215117563467	0	0
31583_at	6394.78423847361	12107.4187492342	0	0
31584_at	4134.45305380741	5984.4336452814	0	0
31585_at	46.0401179905498	235.453332356475	0	0
31586_f_at	339.637670132175	409.579424215078	0	0
31587_at	178.406022832023	227.137116551779	0	0
31588_at	18.6859619473993	20.4649400406051	0	0
31589_at	99.104644762267	31.6300956389391	0	0
31590_g_at	293.909601387377	728.566802347954	0	0
31591_s_at	20.3372411672312	14.602181844074	0	0
31592_at	40.7323997091947	26.294474739916	0	0
31593_at	51.3667408433907	48.7914560711975	0	0
31594_at	585.362363864249	807.156517863317	0	0
31595_at	63.5657469609606	39.4508370319658	0	0
31596_f_at	1132.15813159497	2107.9774992452	0	0
31597_r_at	272.395628474387	626.513190536028	0	0
31598_s_at	59.6522105799836	25.8268459213958	0	0
31599_f_at	17.7407075805145	26.1720676211744	0	0
316_g_at	175.090700586442	156.048583017616	0	0
31600_s_at	365.893763738266	692.925630947865	0	0
31601_s_at	208.254678511686	235.565145751623	0	0
31602_at	59.1289934904739	74.6935119747218	0	0
31603_at	26.469108190469	81.5097659083399	0	0
31604_at	48.0781413052963	57.29428150698	0	0
31605_at	233.397127502123	496.39552035237	0	0
31606_at	120.5617752974	167.631523053921	0	0
31607_at	22.8175234701473	22.6787489531706	0	0
31608_g_at	871.915863033587	669.99633384794	0	0
31609_s_at	485.188807585546	715.484372563428	0	0
31610_at	31.3394283995464	45.5644148398058	0	0
31611_s_at	19.7797499327703	8.06421646678743	0	0
31612_at	21.5668600328433	17.1126649057355	0	0
31613_at	64.774896015959	35.4235956603604	0	0
31614_at	155.069222288773	186.162990681783	0	0
31615_i_at	9.524504792018	61.3983496841779	0	0
31616_r_at	13.9134658396339	24.5885804749852	0	0
31617_at	42.4705046775338	33.3050640007258	0	0
31618_at	13.1464631212997	72.1671919999798	0	0
31619_at	44.3559753708599	2.53392798020183	0	0
31620_at	58.6605824099253	47.9715659660508	0	0
31621_s_at	621.812553385979	636.045764696877	0	0
31622_f_at	5468.48206833783	1564.99783762272	0	0
31623_f_at	4577.86835859424	760.704828350197	0	0
31624_at	115.401604903555	76.7114627532846	0	0
31625_at	43.9479200403334	60.9775610266909	0	0
31626_i_at	466.694726762269	558.955365278292	0	0
31627_f_at	99.3422397512912	309.451089281195	0	0
31628_at	50.49074895779	41.9134719055128	0	0
31629_at	50.3963499738373	114.543256030457	0	0
31630_at	22.0369830202004	12.7622377551189	0	0
31631_f_at	34.7538221031552	21.3654873400657	0	0
31632_at	34.1526790777262	28.3584671287879	0	0
31633_g_at	76.8334857832385	162.171423177838	0	0
31634_at	74.9712605677408	110.885275127769	0	0
31635_g_at	167.427089932167	158.924824719811	0	0
31636_s_at	366.204417803854	526.811791383327	0	0
31637_s_at	2428.30548536706	1164.23383682139	0	0
31638_at	2779.75543294664	653.91808343274	0	0
31639_f_at	35.1738491330108	31.1577646284085	0	0
31640_r_at	128.870773678647	76.413170155852	0	0
31641_s_at	34.6018933235678	59.4125482459817	0	0
31642_at	10.1281375650522	69.404054436136	0	0
31643_at	36.8462359539878	12.7092213175372	0	0
31644_at	31.737753149567	28.9792275949383	0	0
31645_at	163.294605052802	121.338436545295	0	0
31646_at	20.9055981021932	20.2290178987192	0	0
31647_at	49.4372399256681	24.3923038594007	0	0
31648_at	50.3997544684821	21.6397117705387	0	0
31649_at	15.2931037680543	19.8028175085573	0	0
31650_g_at	62.705397846484	99.209621689925	0	0
31651_at	17.9760081518133	124.64029040249	0	0
31652_at	169.456183128446	411.235817117283	0	0
31653_at	32.1988018942635	67.6747582107645	0	0
31654_at	196.042138710477	392.407950694349	0	0
31655_at	253.152930330889	193.699103831688	0	0
31656_at	81.9825617194548	16.9283275815753	0	0
31657_at	17.1895638420394	21.5741639790004	0	0
31658_at	19.639101923717	29.3991772344714	0	0
31659_at	368.531759688395	407.625205061556	0	0
31660_at	39.6409103488437	41.2145138486374	0	0
31661_at	49.1814448175182	290.273500131923	0	0
31662_at	66.6458061824666	50.1207714955461	0	0
31663_at	209.790744680589	356.503375038145	0	0
31664_at	45.098774564207	64.5209061941475	0	0
31665_s_at	53.1517932190825	196.33873491687	0	0
31666_f_at	21.0363597571966	7.66011270871264	0	0
31667_r_at	674.191865224184	284.933669347674	0	0
31668_f_at	141.817881089093	221.51181088408	0	0
31669_s_at	228.973174315197	53.3026170319098	0	0
31670_s_at	46.4018827523058	147.165787402271	0	0
31671_at	65.2565050819349	61.2004903416724	0	0
31672_g_at	40.0758159248023	79.0015770837075	0	0
31673_s_at	1635.06011333395	1089.58492302235	0	0
31674_s_at	78.1207320999296	480.561772356443	0	0
31675_s_at	58.6906415045474	172.105695020867	0	0
31676_at	10.8938970667313	8.40129475599212	0	0
31677_at	194.639992393288	316.360447368371	0	0
31678_at	29.5102701039843	15.3894090929045	0	0
31679_at	19.0610602709675	12.93691238536	0	0
31680_at	546.348221488799	917.638338611868	0	0
31681_at	487.539586545182	633.881711816549	0	0
31682_s_at	65.1550398461527	503.419562519645	0	0
31683_at	116.825636838116	144.809912544844	0	0
31684_at	26.0376841931875	31.8067282726912	0	0
31685_at	154.578268328714	144.979930813676	0	0
31686_at	12.8512119088302	84.8281977016213	0	0
31687_f_at	15200.400625311	4096.49290101742	0	0
31688_at	232.225835148492	452.757465786763	0	0
31689_at	9.0952195147533	67.8698297973077	0	0
31690_at	592.582086426409	452.420785673929	0	0
31691_g_at	686.589387721627	1035.56055681604	0	0
31692_at	815.389739008215	1140.95800325786	0	0
31693_f_at	79.0952644363733	200.823287159476	0	0
31694_at	163.150099570128	185.966588907981	0	0
31695_g_at	85.1756581084981	269.017223259802	0	0
31696_at	18.3133209511951	18.1289166220209	0	0
31697_s_at	15878.4619247696	11987.6393874672	0	0
31698_at	59.8195558464633	39.9355365791453	0	0
31699_at	245.177581315646	470.225913542394	0	0
317_at	1688.1524722461	848.707886637865	0	0
31700_at	463.554398696882	922.461102778657	0	0
31701_r_at	1170.86827910944	1561.21224860903	0	0
31702_at	20.6764479056512	17.9753934380456	0	0
31703_at	24.4341039356549	23.3420994112072	0	0
31704_at	50.4721927993338	46.8062638051378	0	0
31705_at	40.4389608698828	98.6847492932263	0	0
31706_at	14.5392511485553	20.034539118652	0	0
31707_at	113.958622713041	126.827733492886	0	0
31708_at	7546.8796049761	11487.0519885931	0	0
31709_at	116.215074606999	121.496230718637	0	0
31710_at	25.4559996625267	73.0745702810086	0	0
31711_at	35.3611354890359	33.5825714742219	0	0
31712_at	253.161043436245	275.823141903367	0	0
31713_s_at	77.6427336865224	61.0664189987308	0	0
31714_at	5.51270141328465	6.10561734325927	0	0
31715_at	274.698951119105	605.812434970381	0	0
31716_at	62.1604026336862	104.04813581831	0	0
31717_at	47.6792128518353	81.18824190414	0	0
31718_at	57.6977706167561	82.3195869326503	0	0
31719_at	271.620566446644	1036.4551712812	0	0
31720_s_at	258.409487235674	1206.60952554419	0	0
31721_at	32.5926663706521	32.2438460239448	0	0
31722_at	11140.5223176497	10684.8946539906	0	0
31723_at	17.2821587634691	7.89268216378977	0	0
31724_at	329.280731207911	326.474906585062	0	0
31725_s_at	18.5347195710481	22.3004188801841	0	0
31726_at	11.1423348906883	46.2099322824158	0	0
31727_at	230.744156063012	550.711268133834	0	0
31728_at	45.3246369544041	46.8242385239436	0	0
31729_at	48.4155370342843	32.998607079505	0	0
31730_at	38.7850924186936	26.1441356242161	0	0
31731_at	173.259612727515	368.944153487198	0	0
31732_at	10.0817521211479	6.84239878632633	0	0
31733_at	68.4852570022963	28.0787802209607	0	0
31734_at	115.465280230189	120.159353497213	0	0
31735_at	19.535558983726	28.2575954558789	0	0
31736_at	139.164471852139	540.48726641984	0	0
31737_at	149.499705831005	349.303456549481	0	0
31738_at	55.0940017127697	88.9208244610864	0	0
31739_at	103.291704305493	63.1382058723696	0	0
31740_s_at	434.247753145705	326.190743463053	0	0
31741_at	58.8422418541641	193.669991077857	0	0
31742_at	29.085484211556	61.703781749335	0	0
31743_at	28.3860168082317	18.635283561153	0	0
31744_at	23.2961014767623	68.2231100647822	0	0
31745_at	605.568430038368	987.102464923002	0	0
31746_at	61.9760996115934	114.753122290383	0	0
31747_g_at	32.2448832205159	31.0974319135924	0	0
31748_at	43.4297259624518	55.1563787345741	0	0
31749_f_at	135.247879214217	501.758475617023	0	0
31750_at	58.8104335922688	174.207240575774	0	0
31751_f_at	96.747596413809	224.365769738112	0	0
31752_at	22.9039501201978	27.5803828519911	0	0
31753_at	20.656749009817	41.1506682024852	0	0
31754_at	20.5839978464294	12.5383038904296	0	0
31755_at	101.068906987743	180.297270768042	0	0
