brain.1	brain.2	fetal.brain.1	fetal.brain.2	fetal.liver.1	fetal.liver.2	liver.1	liver.2
31451_at	7.0319076577031	6.81062261996716	8.72566217642221	6.99685081615083	9.57906478227203	9.45244623518506	7.51547328884628	7.94024185923166
31452_at	5.82915421056612	3.92579579754303	5.39441623537405	3.3872450274213	5.54070439373585	3.54740400965111	6.65199785462176	4.20264418749386
31453_s_at	5.07096504304631	3.49300946878932	5.51644347477551	2.95744638006864	4.84094154894012	4.93990981193537	5.52655815559483	6.05111015787691
31454_f_at	4.96026044146702	5.74088186604864	6.82437165853749	6.97987103318011	7.55284670392916	7.1939697768057	7.61937325012536	5.19022469513192
31455_r_at	3.83967461357392	3.53190564877454	3.20478549378015	4.64029745825636	2.97809315506869	2.45854413213498	5.63875146040562	4.43093546271351
31456_at	4.53215122339076	3.90814651046586	4.96241788858826	4.74896861522492	5.18316711002903	6.89944664984089	6.59326025481499	5.81140697816274
31457_at	6.27202249976215	6.8917897250104	6.66397931016481	6.23072967052512	6.29465640596356	5.86431102542814	7.06798858238195	7.83033702565422
31458_at	6.77194783265556	7.00310095528721	6.78484884976272	5.53133055790313	6.88609459226101	7.70314714416085	7.25069355541483	6.55680351091113
31459_i_at	6.27272914782885	5.89206454351317	5.00130939601028	5.39164663333432	6.56781882332011	7.04176431289627	6.66371804780361	5.02324503532605
31460_f_at	4.0986227349226	3.25728441485024	6.44939749374775	4.4565440886358	5.6557164581702	4.84318928233737	4.75724587720962	5.53738927789344
31461_at	3.68082173344576	3.28137392681037	6.66469981346596	3.8139800883948	4.50037905897365	3.82346868624867	3.18001340507185	5.24654564774222
31462_f_at	4.81447312714495	5.0497836982838	5.80911130319407	4.92193280239728	7.5786326163944	5.54544693919084	6.97333922062426	5.65561466582353
31463_s_at	11.2745905828664	11.1398483467399	13.1134368707248	13.3503363225246	11.8848435800169	12.1452529351119	10.3737238235442	10.0135445196169
31464_at	4.69894886015099	2.28090959263731	5.62703545374414	5.77059774730712	4.44553736389625	4.36731612367821	3.40026544429693	5.65212203309229
31465_g_at	5.2223279004477	4.39253407269138	5.01099653503762	5.0333973335063	5.22057765474992	5.18562932003295	5.55529444904876	5.58868233875507
31466_at	4.77309553761763	4.39958410021932	5.02246371495625	5.55302477733009	5.71254997068772	6.95527973395214	5.47639538268436	5.73197068392828
31467_at	6.11656566424679	5.1751287869882	5.83049457967557	4.91765625233604	6.358082728468	6.37534936496714	5.9599681301202	8.39696350041172
31468_f_at	6.02344283447306	5.74561332914823	7.46696556779018	6.17419260384229	7.31604907659995	5.51431757489057	6.12918109033977	6.18389054037055
31469_s_at	5.59918581653956	3.84574054758154	6.04220301603606	5.05022763604193	4.18353234526246	5.00578605860227	5.0619541562511	5.2423737345433
31470_at	4.62435791053495	2.42671973672323	5.22364789176063	4.33700310006465	5.34624020683846	4.60470853287698	5.64317206852945	4.5260853645372
31471_at	7.21425231964167	6.83293563139929	5.56110859463657	5.01864467541778	6.76549216571662	5.43467437010742	6.82812498303116	6.0845277232774
31472_s_at	5.99184917330695	7.00464821047087	4.88883743076557	5.65124010157675	7.83333156129914	7.86907486770311	6.85692762613099	5.37166654416766
31473_s_at	6.61758540797728	5.90547840726445	7.18611501271272	7.13533276361065	7.27790043653672	7.70676146536004	6.02629770556363	8.43309325476796
31474_r_at	7.15081008119168	6.50288562902252	4.52607110712452	4.25023340869254	8.74788810989096	8.41936057705707	8.7077552266783	9.61821999516316
31475_at	5.79169582619372	4.40443815568423	7.26520269156687	7.85803883567297	5.85113370116649	5.21539528926258	5.6677637161547	5.4198368554627
31476_g_at	7.10518510358711	7.14181901106564	8.52178103431779	8.27343550201213	7.92469479295784	7.05962901070027	7.94243403542203	8.65020613893772
31477_at	5.10925409049571	6.3342172294707	7.60091731708463	5.9930758009716	8.61543271761068	8.9216589011874	8.81491846603887	8.57888565236722
31478_at	7.15939253176187	6.78669616475142	7.70644794460119	7.62152734933481	6.07042706723139	7.07567374194081	8.04380571453998	6.79355220250538
31479_f_at	6.12347228462403	5.75668253553128	6.51917523068695	6.28639816871321	7.31647583375145	6.53098254781001	6.80082354093017	6.41983837698398
31480_f_at	3.96399751572498	3.10706090172537	3.99962057535786	3.79202409281933	4.09921061858352	3.13970817632617	3.97678606266584	4.12319698774998
31481_s_at	11.9613039133284	12.1212079477086	12.3786608046307	12.6755729361332	11.4790636221832	11.7451167995206	10.9453552936793	11.2986927738845
31482_at	6.25438516416312	5.7096970820978	6.06682767206303	5.85552863841319	6.94952821242002	6.78404183010275	6.7138543554069	6.93815459029153
31483_g_at	5.57357702062771	4.79620647002447	5.3686186718978	4.86157618866282	6.31478610753286	6.36756672894934	5.74407383847015	6.12536858307644
31484_at	5.29890012792404	4.36063938257749	4.84903714266768	4.79224433276211	5.73155659590336	5.40830069748993	5.6116668746364	5.21140199293051
31485_at	7.67971412946137	6.57272301912933	8.82109562917198	7.57896234010749	8.31437751040848	8.05539840792026	8.19328368863691	7.0925735108666
31486_s_at	4.14840337094208	3.52265678513947	9.14176855869919	8.7368965676348	3.72734103444061	3.88872555233188	3.40463262220672	3.64951830813851
31487_at	4.30348343382703	3.44381996748108	4.23696362786653	4.13040960872503	3.19981657535757	3.22737107950171	3.78364170962092	5.24882396372403
31488_s_at	7.39194732663074	7.69385651783476	7.17973442870394	7.37051757494641	7.55136448002558	8.32069660630955	7.44471444894966	7.5351368848852
31489_at	1.55873752057815	2.05872616393353	1.65589519073908	3.8813458660865	1.54199980970001	0.44891513733938	2.41447412998874	2.78084948570589
31490_at	5.23666285954828	3.82907512907979	4.42146330915921	4.38295381064095	4.77014792569951	4.35852751135565	5.24451237896187	6.11444994646665
31491_s_at	5.0543230875786	4.54052253632748	4.2188477403292	4.02278080248573	5.34258855834442	4.36459946450834	5.1021473758707	5.58454797095441
31492_at	11.178579522631	11.0119719805473	9.57107209854146	10.0517440952671	10.8659100687029	10.7620247717448	10.7715770586144	10.6550730651757
31493_s_at	5.05693035643256	3.77461163171472	4.86129098399209	4.30740254615245	7.02744522606698	7.43297747633777	4.30137415573467	4.9398834766369
31494_at	4.93128762346369	3.03327236601781	6.42409912632589	6.71411669266104	5.43989539419824	6.08900395579912	6.08951249736123	4.90664807613693
31495_at	5.95129132346342	4.9329554603534	6.96326710946635	4.36573876064367	8.29253119398903	7.69149710294845	9.6119914848529	9.76722706997494
31496_g_at	3.86508888920015	3.83736037674477	3.21432588729776	5.27070776237324	4.75154299267457	4.72531627308278	5.55507597200741	5.78213433917561
31497_at	8.39259587125341	7.93477956811496	8.35012393304702	7.6498541853907	9.21677703259357	8.70443729432689	8.84962176829838	9.87273773001285
31498_f_at	6.80561823187359	5.56210114679212	6.29464268660381	6.17704221951299	5.47762777191889	6.41329490008667	5.52175166366661	7.29848407375424
31499_s_at	6.24850935935112	4.25085722629546	7.03550805411601	6.55400360451394	8.37306513592012	8.13207394182882	7.48794238421392	7.2850993166014
315_at	8.48443790343923	9.2710428883866	8.99844250616569	9.04110660664861	8.65171325641468	8.59478979061189	8.3866334771754	8.78079287098764
31500_at	5.85856353003819	5.22034267983528	5.77901094221192	5.19104879058719	6.15437485252888	6.04542155518884	5.94705269865949	6.83441578196998
31501_at	4.34374149305155	4.25033146298472	4.58042400766723	3.38355443899415	6.41948476912094	4.71062402236282	4.66002657491326	6.05718785005542
31502_at	7.84273204606123	8.41455019391383	8.52923781337811	7.97869546007602	9.38234419539806	8.96274879366313	9.13723990765938	10.070659425876
31503_at	9.81659899543446	10.0985440929802	10.0634553661384	9.67079676597376	9.97864670225416	9.78762435993721	9.91792969950834	10.1870728455866
31504_at	8.9793584799798	9.30373534145396	8.71575732855648	8.7776739310682	10.5261358835488	10.6396751193209	10.293298431681	10.2191491749035
31505_at	14.0182544678372	13.9424453923696	13.5932321801761	13.939822606948	14.5049973555475	14.1187520425804	15.0173182830404	14.2224547196182
31506_s_at	7.28163864703505	7.36482897350505	8.99165545905302	9.14194332648166	15.2324811348418	14.8343579522725	7.48786728504707	7.45825446677556
31507_at	4.85793325137794	3.61974677846258	4.75973516942926	4.05184355658005	3.82031974591451	4.41124122950887	5.32438801519284	4.91428293431997
31508_at	10.1823985941846	10.1251137368225	10.7317637506639	10.7496118966534	11.1082196845153	11.2170325909561	12.08789579703	11.4931420192001
31509_at	13.5321677380528	13.3901125712103	13.2927916868154	13.6791632133492	13.7784465924504	13.712913438306	14.5353314902454	13.7991159238128
31510_s_at	9.81110048048729	9.24381056062033	10.7717584204235	10.8720192091483	9.3314582882441	9.65323843441964	8.78539709667516	9.06895859908487
31511_at	12.8428798400744	12.8753751956421	13.1830969001871	13.405880942621	13.8267130614274	13.6078654050888	14.8408372982892	14.0998747399962
31512_at	3.72147828700134	2.5065721235647	4.9972053998021	4.28172933591448	4.73107931733303	4.58191962510395	4.62194119742342	5.01957648292622
31513_at	5.49517363503651	5.66399452217134	5.34423500457717	4.79593604649715	5.54481350040789	6.56579349122907	6.6888899525844	5.349176031596
31514_at	8.90933842657935	8.67799791560461	9.10477476823262	7.6632238678586	9.88278564688334	9.54108828374836	9.56462769752701	10.0451895988666
31515_at	5.92555833353323	5.29662301712679	5.70767100555512	5.33633570497166	6.40081633419505	6.18912673408166	6.38648891354014	6.69287961548448
31516_f_at	5.15904271911875	5.34967002924317	7.05999962475856	6.86948302846691	7.20996077692612	7.61247752447589	7.41023808504401	6.31287094509862
31517_f_at	5.66850966529295	6.5864944653672	6.75504563126766	7.49452248621421	7.59159001423212	6.66587074887213	5.1889591618548	5.84330410318794
31518_i_at	3.71422692901079	2.77126787413909	4.12410064234257	2.76215885360497	4.1370754314326	2.81334223703853	3.01270725766615	3.6487787769892
31519_f_at	6.81283587052588	6.68621340031613	8.42537295101733	8.76993433268411	8.8428587216773	9.14312282871944	7.925504140325	8.47546239564497
31520_at	5.40048645070231	5.05753983790513	6.49924798675196	4.33576087199562	5.71694726074915	4.33599692698431	5.6509961531691	5.29921465920519
31521_f_at	6.04436719213901	6.10615198305213	7.16038094507144	7.60111527212175	9.77910325233545	10.0234344091407	10.1258210113427	9.58462584503335
31522_f_at	6.89015449978667	6.59678824871285	8.15638890329688	7.93621458909583	9.37571104161812	9.30362853160155	8.44736989128685	8.91856678557509
31523_f_at	8.18091950625216	7.66099616758665	8.72114692621368	8.39139563169179	9.84429532726432	9.77711125933024	9.48763431810915	9.66762411241852
31524_f_at	5.88394473248965	7.85141499930946	8.80853899071005	8.52801232109423	9.80709983407237	9.62514848680377	8.52194417934084	9.08684370830605
31525_s_at	12.8674766118378	13.1556865998281	14.5679556954008	14.587361040368	15.8821851910373	12.6272949478037	13.9241777639284	13.2347272696155
31526_f_at	9.39851738854544	8.95656240771573	10.1570516806568	10.7236716529139	8.28695943869346	8.41098157973443	5.15848217838589	2.79345607045464
31527_at	13.0206180445555	12.9766778713254	14.3585723049122	14.6095023619618	14.8201483073265	14.3820172981388	14.3852701517761	13.8818186265862
31528_f_at	8.22680106318759	8.3452705247665	8.10016298228983	8.28680052285917	10.5672273934938	10.5571200222545	10.0424563599664	9.79907044689962
31529_at	7.16120813068009	7.56254871818142	7.31560169630894	6.74430517882221	7.50934839485539	7.21223679568701	8.32037601606373	8.4160780625196
31530_at	6.61541304603554	6.21940242030965	6.36270491857946	6.82244668906964	8.13853467200695	7.01933498542841	8.26416476672402	8.01485691491952
31531_g_at	8.18070527832392	6.81951599870303	7.83721705337898	7.96398389549329	8.77238926224227	8.2439976829484	9.11241014637472	9.32523595052792
31532_at	7.27474855263217	7.12595351421502	7.302055340328	6.23411523137563	7.61684243126647	7.05292487198554	6.99667046998237	8.10905455135484
31533_s_at	6.20562463190443	8.23519599212201	7.98342532777998	5.35920262331923	8.37838690025244	6.67734728500443	6.70284552190252	9.26175915876312
31534_at	4.73729808899	4.17734917483078	4.79977588986033	4.89919475837612	5.16926946367334	4.84312115001081	4.67553883020949	5.02695725789051
31535_i_at	7.57956664359686	7.20090591068271	7.69412368619963	7.48377593634518	8.34220288865736	8.18423642894061	8.07110990881102	7.97191406941056
31536_at	12.7953490902843	12.2557600368268	12.8815488392201	12.9512906543363	10.4517775495944	10.4386028199878	9.69677627693337	10.2824911383507
31537_at	7.06284016161948	6.14692143974398	5.68265414332244	4.54981004298855	7.35267109039263	4.73055710805404	7.86172039012622	7.3630994964277
31538_at	12.419884666446	12.4198656158156	13.3859884150668	13.4445516374983	14.307762548559	14.1247147252617	14.1713618443846	14.0411403753668
31539_r_at	4.87713423374615	4.09711899700635	1.44309961422929	1.57949999352476	4.55654044564832	1.83383014632037	6.72656160456115	5.85495282119093
31540_at	5.56213312061337	4.6717985627131	3.83318769203531	5.98333967427801	6.67241225957009	6.00586821766959	4.9180830338597	6.11032677667603
31541_at	4.12182035894861	2.91371264146685	4.93607847265357	3.15724780757967	5.09061686796609	4.7727084798993	4.98826474437399	6.16626492922727
31542_at	3.34802812640989	3.95817967269253	5.94956571400606	3.46712565512282	3.8521665923495	3.98302326014889	3.94798437910202	5.05646526777563
31543_at	4.81848890746837	4.78693767887114	4.42526963497649	4.28583720268384	4.52251266871514	4.47144219197606	4.98574927643584	5.01488960464276
31544_at	7.69268392060907	6.8707940354668	6.38867885377817	6.14921519596905	5.64484607639024	6.07725715477406	6.87476884472503	7.13788112066708
31545_at	14.1872842452973	13.9427425509473	14.4405935286135	14.8673067789752	14.5627850164799	14.4450476506663	14.8002598113601	14.2099422492027
31546_at	12.0343230683954	12.1688346506647	12.241944623495	12.6438361546242	12.8535335773343	12.9177090941668	13.4210168417764	13.0259275100772
31547_at	4.34440057449328	3.3778480451765	5.00324165499453	4.15821387264081	6.51551736710823	6.55990853304045	5.69227779320564	6.34519542644193
31548_at	7.91169384405514	8.10101761838604	8.82173651770785	8.54676391509756	9.11267349060209	8.68574977896871	6.80075861932988	9.74151787375212
31549_at	5.20239699847303	4.02846297880111	3.90337108086889	4.36148865139389	6.90238171278626	3.42215018743585	5.5434643774635	5.15859149036016
31550_at	6.86442840445489	6.22987776797153	5.93887558251493	4.24122024548802	5.9633498366379	6.80093853060835	6.7737374611442	7.60936530915524
31551_at	6.93950998604055	5.33624244394371	7.85238872390884	6.90726482424596	6.78651772628704	4.99380497149366	8.36578027765891	6.80109005994737
31552_at	6.08395315188067	4.97826466032022	7.04604361455896	4.38239128298896	6.25604063080383	4.89586184487539	4.88826979404589	6.19877144584892
31553_at	5.75566767377229	4.44727709629273	6.24516201399933	6.12277639495128	5.49744731332756	7.19828433135911	5.79379101988449	7.17231829214776
31554_at	8.32988639899568	8.31742962580747	8.65285355106744	8.13425415762114	7.99890326253479	8.56992439119014	9.55366513490434	7.06007726648036
31555_at	6.37416427101784	6.52865432584038	6.52743749860328	7.29860363019557	7.95770853323581	8.04786691772378	6.8389616677614	8.87349219915159
31556_at	6.943034277569	6.05057137625836	6.79374850522832	8.09202702310698	7.43135879285899	7.66300649890695	7.93867859368201	8.40936817420264
31557_at	13.7310968811724	13.4444358087401	14.0501417743101	14.280878264347	13.3331350896966	12.9748649096245	12.7388068644736	12.0962551999708
31558_at	6.75714835219755	6.04307782150782	6.81225995391017	6.32715359426303	6.96338181437837	6.40244379695921	6.78920755384654	7.81698660882094
31559_at	8.80704863670726	8.26491016397996	8.76268439619251	7.84118254476802	9.31419850805936	8.84165521751816	10.1939920381355	10.0817873472108
31560_at	4.35210976510101	5.59370175885625	5.40037590707741	4.75074261655481	5.53236326075876	4.84978499842387	5.45717282409466	5.59015608663858
31561_at	4.21334523563581	2.82840840784747	3.99303873120339	3.09546151827821	4.15811630716629	3.28234055896266	4.45457177195785	3.87927330395154
31562_at	7.88066577686715	7.53853929705417	8.72590897153477	8.58248909669622	9.13008783856644	9.02926864220595	9.47597721378922	9.19234231432616
31563_at	4.16864580117282	3.92345929950383	4.43532081411797	4.03885256716787	4.73126539230482	4.81869636480372	5.3118568174166	5.60056358776179
31564_at	8.04520403673006	7.90694325626894	8.99323606239341	8.30832691995569	9.34545611297788	8.78240155218194	9.74495991017064	9.62750301027586
31565_at	7.31541655392111	6.4819081942255	7.70432706231223	7.35218158023539	7.06173022386341	4.42269120432021	4.98430904075938	5.81697326408101
31566_at	5.63827092588088	6.25280133829312	5.67746439883094	4.6861797237548	7.50940889625795	6.03435629130834	6.95254896478813	7.71062679184121
31567_at	7.79375612208121	8.23336313580152	9.05438386855991	8.70482676167376	7.04316199867203	6.92945847070966	6.58468225862374	7.25064690849296
31568_at	13.9192743562604	13.7834203024322	13.5944022902105	13.9727165800017	14.0635628619669	13.9543057658668	14.8445102874569	13.902209205047
31569_at	5.70374042917777	4.36189600504951	5.28379774209171	4.89863185292096	6.86431492145435	5.30475286939369	6.1282677684167	6.47403014364408
31570_at	5.39244821896111	4.29696357156002	6.40577654625526	5.77919888428352	6.80278477395581	3.8599009021718	4.64665118140173	6.29961632357987
31571_at	2.40455217509548	2.95752350206794	5.93204570788164	2.43450616854417	6.01489215934626	4.56767295767229	2.94125331391959	2.98772439288823
31572_at	7.31172457349277	5.39954658270294	5.96481645420027	7.24866789367355	7.34852900184324	5.64055725933582	8.4898453743101	7.23984579672795
31573_at	12.0539357770466	11.9009359105618	12.5620697379106	13.0483897094874	12.5032695164121	12.4962242957202	12.3083362297944	12.0296261982728
31574_i_at	5.18025951709163	3.99386130145345	4.98245091608844	4.19165273146948	5.07217284152343	5.31649609746986	6.15622318469394	6.3592887356971
31575_f_at	7.29779705823586	7.21674752487842	7.66461627016841	5.81452072960281	7.82502060870877	8.31271580244136	8.49335544354524	8.89346311643418
31576_at	4.92122935147199	4.08370040592473	4.47011179480862	5.14166657597373	5.46696946212642	5.78150883407773	6.75253610557837	5.76291710240898
31577_at	6.66035629054258	5.21971209968053	6.1141660076093	6.88744070652648	6.93038315901526	4.13834010925402	5.40350005048699	5.78334424672782
31578_at	4.0388468307262	5.00168365256495	4.01153453831381	5.82067468161621	4.73995712100677	4.82749222999425	6.36026884891687	4.68098338299532
31579_at	6.86306721799988	4.53272653810495	5.2453418764093	4.51663054769472	6.33951228160143	5.68945570916448	7.87816878754848	7.35804586683138
31580_at	4.3614318057532	2.52671796625802	6.62886894050528	5.79497530569899	5.75733634069809	5.79553404318374	5.38716569577049	6.54755945742358
31581_at	3.65964927046371	3.12796890874199	3.46095983350846	4.44743726638916	4.88564316005229	3.15956141211052	5.74851832361061	5.3841843172726
31582_at	4.65458091441941	6.00130315211128	5.48289705244505	4.36775271842845	5.43221095387821	6.74358611616024	7.21721761452104	5.90276225023136
31583_at	12.6426799677197	12.0318073075686	13.5636037008478	13.9435057627908	13.4785362627725	13.4123580061557	12.9350755584962	12.7310412104231
31584_at	12.0134807727646	11.6261998786541	12.546999004545	12.9425465715892	13.6445754173102	13.4985309186732	12.9715840581527	12.854606128007
31585_at	5.52481962566773	5.2372881323887	7.87929733093049	8.57033339805873	5.09211626269284	4.53482315061041	5.62447248428866	5.18744186107991
31586_f_at	8.40785267074727	8.24437720841452	8.67799943116615	8.63848796149552	9.51653765693986	9.49588709257313	9.95912527355369	10.2914856737171
31587_at	7.47902050998373	7.67562802310087	7.8274196663603	6.7587612645874	8.08008706503987	6.19388545251225	6.61211946540773	8.00553202622871
31588_at	4.22388293000144	4.81179248659449	4.35508253478107	6.60702771444936	4.32329723408599	3.17514009607664	4.34647188459624	5.84254236287886
31589_at	6.63088076903433	5.27888184722009	4.98322601298152	4.92171841641126	6.27671674914679	4.3504961034791	6.32545171470625	6.35530491885213
31590_g_at	8.1992286792427	8.59194177830302	9.50891744895215	9.0063889321159	8.97268475168525	8.89314134657644	7.19490451192461	8.7038175725717
31591_s_at	4.34605207967252	2.2935294351856	3.86811204621513	3.41865772942542	7.41213878477781	7.65856150455752	10.0374825984366	9.47190203943391
31592_at	5.34810490668931	3.76564606384446	4.71668777262678	3.8568753533468	5.53196355095733	5.27355115287818	5.62825893636211	6.03557147325238
31593_at	5.68276263424789	5.15397861421895	5.60855663278034	5.36916212935093	6.10094238911446	5.60119006818248	5.38859510685385	6.54187059785791
31594_at	9.19318617977846	9.27799506311209	9.6567046472311	9.50833254573662	9.46400324956553	9.26949674455106	9.69444926429424	10.655125446756
31595_at	5.99017765911546	5.80005684560408	5.30198400524157	5.06782949889367	6.76074698095395	6.74885864870843	8.98821657706011	9.61422887513019
31596_f_at	10.1448597620324	10.6299861863451	11.0416437522536	10.6464681101622	11.2402187581945	11.4841353941034	11.8504431387148	11.9381485572314
31597_r_at	8.08955974030191	8.22133511747828	9.29120107397563	9.55442007426309	11.0690929450445	10.7894140193346	11.9774234337039	11.5439466964692
31598_s_at	5.89850369690991	5.77791672092028	4.69079956136284	5.20127920931688	6.11140098979778	5.85156754178212	7.09500116068545	6.6467368049838
31599_f_at	4.14899164694694	4.46023683759378	4.70995599821805	5.32992732897447	3.69214796741994	4.34469236342089	4.75655941404226	5.28055219465434
316_g_at	7.45195865119269	6.2056186030899	7.28585144685409	7.88894623368325	5.27875674979621	6.97912971009888	7.04572406514802	5.28905578046044
31600_s_at	8.51528101649149	9.14808265102268	9.43655671151655	9.29625531561265	7.58261165350227	8.04669559138846	9.32732579380859	8.65244585050236
31601_s_at	7.70220509636095	7.05391619358382	7.87998228339505	7.54423928888392	8.18712673605366	7.63996255905443	6.80505682312067	8.49409966084988
31602_at	5.88579381425847	5.71092464366817	6.22291102801691	5.28473786758266	7.1597374816801	6.28485530144076	6.66181006330631	7.22996657574851
31603_at	4.72623768258572	4.44365012979855	6.34890101783186	5.51396588472719	4.83810230153578	5.84044229182112	6.52747569098699	7.86437520211811
31604_at	5.58730921761149	4.78693296742923	5.84031924690231	6.24576395808284	5.78459519968154	4.97758466589431	6.30013199894174	5.20192572791894
31605_at	7.8666429951904	7.73461995720658	8.95534628591467	8.81052441524554	6.23575501149091	6.89999137268777	6.49893520156867	6.03778319883744
31606_at	6.91362875596626	5.75342106766602	7.38914966266176	6.63879493298467	7.23852888499886	5.76774052090473	5.60592952103023	6.19920023441737
31607_at	4.51207031021143	4.0781442497548	4.50326915276724	4.79562227831615	5.41352865015355	4.99296384636508	4.93227536611976	5.40792196602239
31608_g_at	9.76804511624414	9.19342145498398	9.38800939108563	9.65973601169181	9.32698147812596	9.40602039095979	8.37980187674155	3.95588204855577
31609_s_at	8.92240246029277	9.33985709253258	9.48277644607473	9.39013020489764	10.4022130991438	10.3388988676112	12.3803179087327	11.9807796461709
31610_at	4.96990696159446	3.91558003901544	5.50983563471033	3.65307397977926	6.35037776380566	4.3704466313617	4.35160806236382	4.69487635621605
31611_s_at	4.30595228170063	3.9333291470116	3.01153436544612	3.53872754052289	3.20260234866376	6.08058439249844	3.92578662915168	3.20925653764438
31612_at	4.4307442414925	2.79754038185881	4.09699253892952	4.25809518027002	4.83347870300906	3.75294120734064	4.70470531543756	4.52418752149888
31613_at	6.01736288931618	5.79865625096426	5.1466387546928	4.75531992074298	7.1755524776736	5.88164654365151	7.49394515382524	5.34838463565913
31614_at	7.2767685624315	5.89239271016747	7.54042248250601	7.91937935824248	8.3798294721965	8.03402359381209	6.81832684336634	8.48477229305278
31615_i_at	3.25164408445141	4.82598118537358	5.94012797304878	5.10761386708388	4.54964792154487	3.03121642372242	2.81871827510127	2.35866268476144
31616_r_at	3.79840993438167	0.987644447503744	4.61991654389972	5.18926102504462	5.92414555916897	1.93118315666177	2.76080009111724	3.66626486516897
31617_at	5.4083893472376	4.44015622146976	5.05766964915944	6.15740288258791	4.3283866400064	4.57437820951056	5.88770859646153	5.0025013043931
31618_at	3.71660280895266	2.9809443152584	6.17327121598719	6.36992959963908	4.39991149181909	2.73865011816568	2.89782166814237	5.10208470106135
31619_at	5.47105656372534	0.0425081752235348	1.34137552049995	1.31011170448057	3.30168581508926	0.893137111572053	1.72670513834034	3.80963878131727
31620_at	5.87431948981004	5.08379693407464	5.5841076299986	4.77894267768158	7.34726533482909	5.10198980067192	5.35691545364759	5.63333532713899
31621_s_at	9.28033593241846	7.884227851478	9.31298676365838	8.6581799417897	9.19885323439956	9.16322078501088	9.94906166299846	10.0690165633751
31622_f_at	12.4169247124899	12.3141890187249	10.6119449484314	10.3506160302359	15.3844061473356	14.6575322031173	14.904492415482	14.3049045317632
31623_f_at	12.1604602619432	12.4301779182025	9.57119295193552	9.5706767476299	15.2524330505525	14.2697135506574	15.0417459537746	14.2546997005887
31624_at	6.85051947762553	6.04949169917509	6.26137026611885	5.0016096104629	6.33077594881764	5.87757408278203	7.53370924367908	7.65972551099236
31625_at	5.45772298224683	5.42110822246015	5.93020654164259	3.61925913543901	4.10662136016143	4.15619298327298	6.11662705947342	6.67149282287634
31626_i_at	8.86633535599063	9.06911493511741	9.12658927273111	7.20168586764074	10.3994437185189	10.3624800136607	10.1405547278225	10.6544329924115
31627_f_at	6.63433536875789	8.80854158229219	8.27356759007805	7.91492130755303	9.2314574723716	9.6177251826506	9.47828835002009	10.2871954298031
31628_at	5.6579471727453	4.30420296988209	5.3893421270551	4.49477173237578	4.08200471803142	1.55250830927402	3.82891208087877	3.76732219720825
31629_at	5.65524734318927	3.27728094297416	6.83974870928303	6.81034526918044	6.31100126600987	4.95574347604493	4.87496289133435	5.13131916059737
31630_at	4.46185481971623	3.56027998135899	3.67380941107162	3.8825367509139	5.66770311071002	3.12401645446716	5.07244236418902	4.65712872164103
31631_f_at	5.11909974397657	5.88648241990092	4.41721031970313	3.05753978389969	7.51575425645084	7.23644620818954	6.26717770743237	4.95523514065705
31632_at	5.09392684882144	6.44575149479413	4.82570764701826	3.6054629002225	4.84061281085041	4.65428896487688	4.26790099810538	5.28267276413807
31633_g_at	6.26366330224836	7.66057777316713	7.3413758091336	7.0302184277085	6.82080903930293	7.34435607684727	8.06671618590628	7.40332554412252
31634_at	6.22826575473007	7.95520977106796	6.79292398709955	6.70814434483189	6.08436781023326	6.67661924405307	5.65520820902469	6.59568646710216
31635_g_at	7.38738916658065	5.97289033433526	7.31220068704033	5.47979573584493	8.38636846056406	7.90716666740923	7.20157050228664	9.6225241337368
31636_s_at	8.51650538534817	8.31654466348638	9.04114382690269	8.63580244595337	8.87917788918967	8.66284794149141	7.85228040359373	8.12914115010172
31637_s_at	11.2457342114044	11.8083820621622	10.1851651378751	9.75349638649158	10.4740290253489	10.148629953693	9.69682748197477	9.67923380758889
31638_at	11.4407422427202	11.4152674713747	9.35296610986	9.42181832974292	10.7567025628507	10.5907739976213	12.2135887912379	11.6298769987003
31639_f_at	5.13643131501554	4.50807165127973	4.96151982779943	4.21194808217194	5.78433554316735	4.09252859560324	4.52323581252458	5.48536594583983
31640_r_at	7.00978130491157	6.69040666707512	6.25574940960164	6.4336006465554	7.55756830418864	5.69400748343466	7.48921708757916	7.04949017723881
31641_s_at	5.11277907534447	5.15512348751633	5.89269576295649	5.6452582857946	6.09193222855986	5.90576246339117	5.56352376684727	6.06298945143384
31642_at	3.34029700025114	1.42287391425442	6.11694803930548	5.85680072876822	3.34494331856628	3.54966702774148	4.26246291185675	2.95250593779574
31643_at	5.20344534248783	3.88773212092085	3.66780373532136	3.45218644034989	4.19429341555838	4.03609403988163	3.46131093332542	5.61986150330886
31644_at	4.98812809216206	4.9065208174423	4.856947237063	4.65710748215248	5.7667052298205	5.47407948871278	6.62642047086394	6.67871567511901
31645_at	7.35133331752591	7.6643070807761	6.92289281714593	5.10927552396186	7.93302592061923	6.15351707408122	6.51352805732154	7.87862650700892
31646_at	4.38581741388408	3.57442971296752	4.33835437489029	4.35811644142793	4.44893498971517	5.1680055356082	4.56281718380573	5.42576851680017
31647_at	5.62752629491151	4.35972266198745	4.60835412237619	4.83563422947457	5.47313830730092	5.0917807776477	4.86065809059198	5.42009814596327
31648_at	5.65534480027991	5.45042913814921	4.43560937824878	3.38134755498255	4.68731198438981	6.76049511279881	7.21981838743748	7.04371694804929
