brain.1	brain.2	fetal.brain.1	fetal.brain.2	fetal.liver.1	fetal.liver.2	liver.1	liver.2	brain.mean	fetal.brain.mean	liver.mean	fetal.liver.mean	brain.fetal.to.adult	liver.fetal.to.adult
1044_s_at	6.84759095368587	7.06540555162887	8.41788926666006	8.53732685756148	6.80339492849437	6.74755941886089	5.8374497106709	6.22092552032701	6.95649825265737	8.47760806211077	6.02918761549895	6.77547717367763	1.5211098094534	0.746289558178673
1045_s_at	5.3874555564879	7.10483065764385	7.38381113607572	7.69327517030321	6.85416739957129	7.61948774937971	7.35995903945516	7.85490091602756	6.24614310706587	7.53854315318947	7.60742997774136	7.2368275744755	1.29240004612359	-0.370602403265858
1046_at	7.5737227181825	7.27074473455921	8.75368043026549	9.13217994904478	6.97385456680054	6.98453101635518	7.53867702647433	7.21764225960425	7.42223372637085	8.94293018965514	7.37815964303929	6.97919279157786	1.52069646328429	-0.398966851461431
1047_s_at	8.31428430503027	7.27469894179901	8.00743856060217	8.5709091259301	11.5973916575348	11.6371705450109	11.3840980383183	11.6862844982838	7.79449162341464	8.28917384326613	11.5351912683011	11.6172811012729	0.494682219851493	0.0820898329718176
1048_at	8.15030180368277	7.29902443033395	7.86196038906155	7.35067405523725	7.63481923657304	7.02813013456922	7.77206200468859	7.47174230641381	7.72466311700836	7.6063172221494	7.6219021555512	7.33147468557113	-0.118345894858958	-0.290427469980069
1049_g_at	7.55372051178077	8.24329473473752	7.55240515761869	6.49773845210289	6.76629976479632	6.65095798195375	7.06502670506202	7.61671597449043	7.89850762325915	7.02507180486079	7.34087133977623	6.70862887337504	-0.873435818398357	-0.632242466401189
105_at	7.22052083509722	6.40304168732878	7.65048231413947	7.06750370152132	9.56322034529072	9.79158501623211	10.5273882886628	10.541163072364	6.811781261213	7.35899300783039	10.5342756805134	9.67740268076141	0.547211746617393	-0.856872999751976
1050_at	4.2950846218348	1.9133653069752	1.17829995911675	1.09397134114669	2.47710659199	1.58842724562043	2.13201311651832	4.79285034148483	3.104224964405	1.13613565013172	3.46243172900158	2.03276691880521	-1.96808931427329	-1.42966481019636
1051_g_at	5.35294996438954	5.32597108415644	5.59280111850011	4.75978239836355	5.41556739762641	6.41762034237582	6.88410734163923	6.95111046940198	5.33946052427299	5.17629175843183	6.91760890552061	5.91659387000111	-0.163168765841163	-1.00101503551949
1052_s_at	9.95553535643139	9.95834385712381	9.17177881487323	9.33851127267103	13.3249715276428	13.2946779835532	11.0061399429772	11.090891355695	9.9569396067776	9.25514504377213	11.0485156493361	13.309824755598	-0.701794563005468	2.2613091062619
1053_at	7.91915213718093	8.00662765247673	8.32156332266002	8.17926322566574	8.21559765600694	8.95898058391847	8.18830604583712	8.07448313444723	7.96288989482883	8.25041327416288	8.13139459014218	8.5872891199627	0.287523379334052	0.455894529820522
1054_at	6.06723828765045	5.95502119936676	6.77677983439852	6.77938036681913	6.63640391561569	7.4001875817101	6.81700140337875	5.48765469970467	6.01112974350861	6.77808010060882	6.15232805154171	7.0182957486629	0.766950357100216	0.865967697121185
1055_g_at	7.55414863972589	6.66287064985449	8.16866297843273	8.59294942818208	7.88084040273363	8.57472078616666	8.13008512860217	7.51791385718311	7.10850964479019	8.3808062033074	7.82399949289264	8.22778059445015	1.27229655851721	0.403781101557503
1056_s_at	6.94062345814638	6.31687872111363	6.69980747195754	7.40562973770062	7.24914360414481	7.66133292629162	7.89740690358461	7.90862416798489	6.62875108963001	7.05271860482908	7.90301553578475	7.45523826521822	0.423967515199073	-0.447777270566535
1057_at	8.76823382836946	8.1730322536769	8.50660185717743	8.29878789610962	8.83338177356576	8.6206561151811	9.10441651904797	8.81937702279127	8.47063304102318	8.40269487664353	8.96189677091962	8.72701894437343	-0.0679381643796546	-0.234877826546192
1058_at	11.4972981965415	11.6814435659982	10.158464172749	10.2077060137061	4.29118504867081	4.08169424436471	5.91150724888632	5.70369424700114	11.5893708812699	10.1830850932276	5.80760074794373	4.18643964651776	-1.40628578804232	-1.62116110142597
1059_at	6.07561642392615	6.0452994586367	7.38139651478393	6.1873200185522	4.88843124396414	4.61737382943963	3.25755637618346	6.51286284321617	6.06045794128142	6.78435826666806	4.88520960969981	4.75290253670189	0.723900325386637	-0.132307072997925
106_at	4.76847834104768	5.91519444757641	6.23463530471	5.12865299128122	8.03652889503356	8.30710596170723	6.91868618593955	7.66974797565564	5.34183639431205	5.68164414799561	7.2942170807976	8.17181742837039	0.339807753683562	0.877600347572793
1060_g_at	9.32054011952128	8.49424153700552	9.15306094917148	8.62857527982486	9.33027666730563	8.5235965346996	9.04623312740535	9.69915878932971	8.9073908282634	8.89081811449817	9.37269595836753	8.92693660100261	-0.0165727137652372	-0.445759357364921
1061_at	8.2784367372279	7.69226162165429	8.58297510308701	8.69907441121051	9.11792683723816	9.16234034485216	8.45885857415653	9.0722773758028	7.9853491794411	8.64102475714876	8.76556797497966	9.14013359104516	0.655675577707663	0.3745656160655
1062_g_at	7.61880077157226	6.2350519000603	5.40432153047115	6.03527436477879	7.60770202170806	7.17781815363634	5.39278119247173	7.41430721939209	6.92692633581628	5.71979794762497	6.40354420593191	7.3927600876722	-1.20712838819131	0.989215881740292
1063_s_at	11.7408076638951	11.4879211259405	9.39736007521575	9.59492201968583	6.60750071157022	6.13121568808648	6.92358097738953	6.05143103164969	11.6143643949178	9.49614104745079	6.48750600451961	6.36935819982835	-2.11822334746704	-0.118147804691259
1064_at	7.52957699936552	6.90930835896045	8.51317974940216	8.79293360948409	6.85037393679387	7.28171172692669	5.16712973041923	3.29634904129855	7.21944267916298	8.65305667944313	4.23173938585889	7.06604283186028	1.43361400028014	2.83430344600139
1065_at	7.42681319514852	7.01325838302166	8.11705974809219	7.05605059226584	7.88758504044518	7.48887364673777	8.25920276458679	7.69266019379615	7.22003578908509	7.58655517017901	7.97593147919147	7.68822934359147	0.366519381093923	-0.287702135599995
1066_at	6.31675634340276	5.76256580075398	7.61167618937841	5.72772772342331	8.05603188785105	6.32485339441842	8.79226501323661	9.00908771995246	6.03966107207837	6.66970195640086	8.90067636659453	7.19044264113474	0.63004088432249	-1.7102337254598
1067_at	7.65675508680694	7.40433992805832	7.93875372331217	7.55441781572514	8.40303983788531	8.32799086567115	8.53637110072511	9.23106908667912	7.53054750743263	7.74658576951866	8.88372009370211	8.36551535177823	0.216038262086027	-0.518204741923883
1068_g_at	6.4647493630583	5.9379660237983	5.77160181024541	5.65218256590244	6.63486624089966	5.52770692323363	7.32634584801768	6.99959770322723	6.2013576934283	5.71189218807393	7.16297177562246	6.08128658206665	-0.489465505354378	-1.08168519355581
1069_at	6.40265664360216	5.49877651175478	4.91557305081048	3.12462035175727	3.06003066103438	2.47122073022836	5.57889819816986	4.45792582273572	5.95071657767847	4.02009670128387	5.01841201045279	2.76562569563137	-1.93061987639459	-2.25278631482142
107_at	6.13910580228274	5.88867170815224	5.61176019570081	4.50645306000063	5.88983347195491	6.17190753569615	7.29197519481585	6.41935828464068	6.01388875521749	5.05910662785072	6.85566673972826	6.03087050382553	-0.954782127366768	-0.824796235902733
1070_at	6.72271584377466	6.55920411337963	7.23686001897514	8.26236090295123	7.67449608002157	7.75712085978392	6.09140173495863	5.35427331273081	6.64095997857715	7.74961046096318	5.72283752384472	7.71580846990275	1.10865048238604	1.99297094605802
1071_at	5.84270641102845	5.32336950184142	5.6364545048677	5.67721162802135	6.55718395267801	6.06668318452817	5.68811458163701	5.69503506285399	5.58303795643493	5.65683306644453	5.6915748222455	6.31193356860309	0.0737951100095957	0.620358746357589
1072_g_at	8.19986835629022	7.81999942217102	6.20422625160051	7.67913703061746	7.7359617577329	6.85041741408206	7.70339630112924	7.23216569129668	8.00993388923062	6.94168164110899	7.46778099621296	7.29318958590748	-1.06825224812164	-0.174591410305482
1073_at	9.63214072060206	8.89315726211395	10.5852187736759	10.528647664649	9.5958653127958	9.74381143034048	8.98865704859915	8.85575392058352	9.26264899135801	10.5569332191624	8.92220548459133	9.66983837156814	1.29428422780442	0.747632886976806
1074_at	8.25272234404697	7.80094482645765	9.69753672849689	9.95345680262711	8.30565224913876	8.68655997875284	6.94128330438307	5.75444107812749	8.02683358525231	9.825496765562	6.34786219125528	8.4961061139458	1.7986631803097	2.14824392269052
1075_f_at	4.82960944208125	3.46863136435256	6.11247739585648	5.99702918461658	3.61710491768119	5.45097510342567	6.05436679845429	6.41185340327559	4.14912040321691	6.05475329023653	6.23311010086494	4.53404001055343	1.90563288701963	-1.69907009031151
1076_at	5.17490767932201	5.33391298959041	6.52695450746142	6.49609976731936	6.71193683093203	5.44394733601341	5.54457108528465	3.34572924734185	5.25441033445621	6.51152713739039	4.44515016631325	6.07794208347272	1.25711680293418	1.63279191715947
1077_at	4.4594861544308	2.56716496360146	3.92154036938882	3.08915336796571	5.5248266776127	4.00466011071632	6.16021492849715	6.83630695967459	3.51332555901613	3.50534686867727	6.49826094408587	4.76474339416451	-0.00797869033886034	-1.73351754992135
1078_at	4.26460570267628	5.98701234996533	4.40061854803088	6.00206582549061	4.99352672650705	5.69038241540379	4.99781528446113	5.48011729950461	5.12580902632081	5.20134218676075	5.23896629198287	5.34195457095542	0.0755331604399423	0.102988278972546
1079_g_at	5.72773249073518	6.0244191200794	7.73736117578693	6.96204620027643	8.43512263843717	7.22929940707265	6.6950491061531	7.72818369239712	5.87607580540729	7.34970368803168	7.21161639927511	7.83221102275491	1.47362788262439	0.620594623479802
108_g_at	9.81671365606016	10.1190828067867	9.03823505612315	8.67204389699033	6.38945231919382	6.38868309993965	6.91103534660184	8.33412561563851	9.96789823142341	8.85513947655674	7.62258048112017	6.38906770956673	-1.11275875486667	-1.23351277155344
1080_s_at	5.10977362030584	4.87783495923599	4.0048075700958	3.40764069690225	5.31742706768572	3.27872333757914	10.1299010590931	11.6745306824793	4.99380428977091	3.70622413349902	10.9022158707862	4.29807520263243	-1.28758015627189	-6.60414066815376
1081_at	10.2729886276739	10.0471395277208	10.9980518888547	11.0902228973984	10.8845113628625	10.7300880217283	9.77947271359237	10.0837219915945	10.1600640776974	11.0441373931265	9.93159735259342	10.8072996922954	0.884073315429163	0.875702339701942
1082_at	6.97532209685752	7.16656900934159	8.6171813741996	8.01682937048647	6.5619059792747	6.50484098328565	6.84360392089901	8.23238817648516	7.07094555309956	8.31700537234303	7.53799604869209	6.53337348128017	1.24605981924348	-1.00462256741191
1083_s_at	7.03995852761364	7.82983312065241	7.17634574480277	7.7543674231656	7.77547134928341	8.10797721936757	8.02526761509131	8.9832997308689	7.43489582413302	7.46535658398418	8.50428367298011	7.94172428432549	0.0304607598511595	-0.562559388654616
1084_at	5.45269866755988	6.17601069497408	6.93174190205824	5.53131598512711	5.80156350956297	6.15349276765472	5.68346777332045	5.99382488518993	5.81435468126698	6.23152894359268	5.83864632925519	5.97752813860884	0.417174262325691	0.138881809353655
1085_s_at	8.30334844745123	8.08153644676558	8.38198708207042	8.65674783884282	9.08327460706465	9.42203650492738	9.31072302270844	9.99020829142437	8.19244244710841	8.51936746045662	9.65046565706641	9.25265555599602	0.326925013348211	-0.397810101070387
1086_at	6.01876583145887	6.24713234525263	6.51380398259237	7.63677164213161	6.85213719793393	7.55687358778558	7.53294939681392	8.44478010546417	6.13294908835575	7.07528781236199	7.98886475113905	7.20450539285975	0.942338724006241	-0.784359358279294
1087_at	7.21936028933847	7.42981325723605	7.00400868600311	5.38922322648903	10.2903505986109	10.471549753304	6.00050567585141	8.00799659315218	7.32458677328726	6.19661595624607	7.00425113450179	10.3809501759575	-1.12797081704119	3.37669904145567
1088_at	7.00564221334643	6.12771706850355	6.28720316076756	6.05918594227841	5.32757723619956	5.86654231711924	3.62356551202018	5.36698942123456	6.56667964092499	6.17319455152299	4.49527746662737	5.5970597766594	-0.393485089402008	1.10178231003203
1089_i_at	8.31964770580338	7.65644957379564	5.07063273643491	9.00186676067929	8.69071257406606	8.46288540024426	9.45150913197167	9.84496278642195	7.98804863979951	7.0362497485571	9.64823595919681	8.57679898715516	-0.951798891242412	-1.07143697204165
109_at	10.2009091032653	10.0664419672283	9.47284225197515	9.77640370613937	9.65303273595183	9.91339990663446	10.9595276004387	10.94793938649	10.1336755352468	9.62462297905726	10.9537334934644	9.78321632129315	-0.509052556189543	-1.17051717217124
1090_f_at	7.4402054262475	5.83573090581078	7.31778403227267	5.64861863072467	5.38051255509392	6.15594593716702	4.07045727062484	6.31170432922323	6.63796816602914	6.48320133149867	5.19108079992403	5.76822924613047	-0.154766834530467	0.577148446206435
1091_at	13.5516725954371	13.8598557495222	11.406159463295	11.1973128764476	10.1142447394308	9.68395638945991	8.76458877640403	9.54499188557996	13.7057641724796	11.3017361698713	9.15479033099199	9.89910056444534	-2.40402800260835	0.744310233453351
1092_at	7.89153300642902	7.79558533047821	9.27313352490986	9.03943963722212	9.86175401079336	9.74004668633542	9.84589165931846	10.5795711057013	7.84355916845361	9.15628658106599	10.2127313825099	9.80090034856439	1.31272741261238	-0.411831033945482
1093_at	5.84316900311552	5.98696997886208	5.84669396178633	6.61009571454643	8.37860565467358	8.42789256855515	6.18509294082479	6.98968088349539	5.9150694909888	6.22839483816638	6.58738691216009	8.40324911161436	0.313325347177578	1.81586219945427
1094_g_at	7.4859094265008	7.6592878883832	7.99228336326704	7.95604573037711	9.32261591631695	9.79779213571439	8.18386528840533	8.07733216515216	7.572598657442	7.97416454682207	8.13059872677874	9.56020402601567	0.401565889380073	1.42960529923693
1095_s_at	5.45252305169651	3.75848191518192	3.90217834606255	2.00117149834911	5.54856646853697	6.4867782286806	5.2073383932682	6.74960811468654	4.60550248343921	2.95167492220583	5.97847325397737	6.01767234860879	-1.65382756123338	0.0391990946314174
1096_g_at	6.80061051282552	5.67656302637308	5.74488992729932	5.1401362785444	6.42251415071579	7.77888174729192	7.64749569509342	6.80516153039802	6.2385867695993	5.44251310292186	7.22632861274572	7.10069794900385	-0.79607366667744	-0.125630663741868
1097_s_at	7.60485108298332	7.25328384677724	7.67768039423349	7.45193597767705	8.48451291015834	8.61753607231786	9.32372548632132	9.30743153962504	7.42906746488028	7.56480818595527	9.31557851297318	8.5510244912381	0.135740721074994	-0.764554021735073
1098_at	4.55720545929191	2.664571147786	3.62511242869858	3.31999332764467	6.94119867606294	7.45781310448999	6.36405789167131	4.55669143306017	3.61088830353896	3.47255287817163	5.46037466236574	7.19950589027646	-0.13833542536733	1.73913122791073
1099_s_at	8.23081476116443	8.99119885254474	7.05773761398926	6.92089414252116	8.55343002374789	6.22977654675138	8.05633754235282	7.03567073812289	8.61100680685459	6.98931587825521	7.54600414023785	7.39160328524964	-1.62169092859938	-0.154400854988217
110_at	7.74091509779991	7.6997545657148	9.69640332106088	9.39585864136892	10.8145402601889	10.4895802808433	7.86872058984021	9.1138274521728	7.72033483175735	9.5461309812149	8.4912740210065	10.6520602705161	1.82579614945755	2.16078624950959
1100_at	8.70522362885841	9.11740190473729	8.15321853257928	8.31486882123623	8.60044791932404	8.63626494065421	8.74188307278067	8.49598892779384	8.91131276679785	8.23404367690776	8.61893600028726	8.61835642998912	-0.677269089890093	-0.000579570298134158
1101_at	10.2534569900623	9.68474884624391	10.0047944345597	10.1149726729113	8.90915541631116	8.37637028632964	8.94336542038819	8.75793923301672	9.96910291815311	10.0598835537355	8.85065232670245	8.6427628513204	0.0907806355823926	-0.207889475382052
1102_s_at	6.53992084534405	4.73178009831908	6.47849831567704	6.32037385864693	6.96185567641404	7.4031754273685	5.29428146069902	5.03970033021055	5.63585047183157	6.39943608716199	5.16699089545478	7.18251555189127	0.76358561533042	2.01552465643649
